id,start,end,today,head_of_household,lga_of_residence,Village,birth_year,Gender,Marital_Status,Household_size,Educational_Level,Living_Arrangement,roof_type,Religious_Affiliation,coop_society_member,Specify_cooperative_society,planting_time,farmland_cultivated_ha,measure_of_seed,bags_of_potato_seeds,baskets_of_potato_seed,cost_of_seeds,cost_of_farm_prep,fert_bags_required,fert_bags_purchased_preseason,total_fert_bags_purchased,total_cost_of_fert,pesticides,farmland_other_crops,farm_prep_cost_other_crops,mixed_cropping,years_of_experience,prior_participation,potato_variety,potato_variety_caruso,potato_variety_marabel,potato_variety_lady_cristyl,potato_variety_nicola,potato_variety_other,potato_variety_diamant,time_of_harvest,time_of_harvest_may,time_of_harvest_june,time_of_harvest_july,time_of_harvest_august,time_of_harvest_september,time_of_harvest_october,quantity_harvested_bags,need_a_store,find_storage_facility,who_owns_facility,self_owned_facility,potato_value_chain_facility,individuals_owned_facility,a_group_facility,government_owned_facility,facility_by_others,potato_storage_time,bags_of_potato_stored,cost_of_storage,post_harvest_losses,post_harvest_loss_bags,potato_sold_bags,potato_bag_price,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour,want_copy_of_report,email_provider,core_potato_lga,farm_prep_prop,fert_prop,time_taken,survey_day,survey_month,potato_farmsize_ha,potato_seeds_tons,farmsize_others_ha,potato_harvested_tons,qty_potato_stored_tons,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton
1968-M-9683,2023-08-31T20:57:55Z,2023-08-31T21:03:16Z,2023-08-31,yes,Shendam,Koka,1968,Male,Married,4,tertiary_education,owned,zinc,christian,no,na,april,2,baskets,0,2,24000,16000,2,1,1,58000,Boscalid,2,65000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,19.75,50,5.3475999991099,Thursday,August,0.09,0.05,0.09,0.1,0,0,0.1,0.04,40
1990-F-1589,2023-08-25T14:45:52Z,2023-08-25T14:52:42Z,2023-08-25,no,Shendam,Shendam,1990,Female,Single,4,tertiary_education,inherited,zinc,christian,no,na,april,2,baskets,0,2,5000,9000,1,1,1,25000,Boscalid,5,32000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,21.95,100,6.84415000279744,Friday,August,0.09,0.05,0.22,0.1,0,0,0.1,0.04,40
1988-M-1342,2023-08-25T15:00:06Z,2023-08-25T15:07:45Z,2023-08-25,no,Shendam,Kurrum,1988,Male,Single,4,tertiary_education,inherited,zinc,christian,no,na,april,2,baskets,0,2,22000,47000,2,1,1,27000,Boscalid,6,55000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,46.08,50,7.64316666523615,Friday,August,0.09,0.05,0.27,0.1,0,0,0.1,0.04,40
1994-M-4444,2023-08-22T09:09:30Z,2023-08-22T09:28:46Z,2023-08-22,yes,Wase,Lamba wase,1994,Male,Married,16,tertiary_education,rented,zinc,muslim,yes,Rifar,march,3,bags,10,0,180000,250000,50,45,50,200,Redup,5,145000,no,8,no,marabel,0,1,0,0,0,0,september,0,0,0,0,1,0,100,yes,yes,a group,0,0,0,1,0,0,7,80,120000,yes,8,65,20000,yes,10,200000,manual,yes,gmail,No,63.29,90,19.2637166659037,Tuesday,August,0.135,0.5,0.22,5,4,0.4,3.25,1.3,1300
1983-M-4580,2023-08-26T23:37:01Z,2023-08-26T23:45:44Z,2023-08-27,no,Shendam,Tengzet,1983,Male,Single,5,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,30000,16000,3,1,1,90000,Boscalid,6,63000,no,1,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,20.25,33.33,8.72361666758855,Saturday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1991-M-5360,2023-08-25T23:18:09Z,2023-08-26T03:03:52Z,2023-08-26,no,Shendam,Kurrum,1991,Male,Single,2,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,3,46000,15500,3,1,1,90000,Boscalid,7,60000,no,2,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,45000,no,0,0,manual,no,na,No,20.53,33.33,225.71115000248,Friday,August,0.135,0.07,0.32,0.15,0,0,0.15,0.06,60
1989-M-3781,2023-08-26T04:52:04Z,2023-08-26T04:56:20Z,2023-08-26,no,Shendam,Derjot,1989,Male,Married,4,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,15000,2,1,1,56000,Boscalid,6,56000,no,1,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,45000,no,0,0,manual,no,na,No,21.13,50,4.26593333482742,Saturday,August,0.135,0.05,0.27,0.15,0,0,0.15,0.06,60
1990-M-0999,2023-08-25T22:24:01Z,2023-08-25T22:30:11Z,2023-08-25,no,Shendam,Tingzet,1990,Male,Married,2,tertiary_education,inherited,zinc,christian,no,na,april,1,baskets,0,1,12000,6000,1,1,1,30000,Boscalid,5,55000,no,1,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,1,no,na,na,0,0,0,0,0,0,0,0,0,no,0,1,15000,no,0,0,manual,no,na,No,9.84,100,6.15703333616257,Friday,August,0.045,0.03,0.22,0.05,0,0,0.05,0.02,20
1969-M-0999,2023-08-26T03:13:49Z,2023-08-26T03:19:08Z,2023-08-26,yes,Shendam,Biambiam,1969,Male,Single,4,tertiary_education,owned,zinc,christian,no,na,april,2,baskets,0,2,24000,56000,2,1,1,46000,Boscalid,6,65000,no,2,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,45000,no,0,0,manual,no,na,No,46.28,50,5.31416666905085,Saturday,August,0.09,0.05,0.27,0.15,0,0,0.15,0.06,60
1959-F-4511,2023-08-25T15:07:45Z,2023-08-25T15:18:39Z,2023-08-25,no,Shendam,Longvel,1959,Female,Married,6,primary_education,owned,zinc,christian,no,na,april,2,baskets,0,2,12000,12000,2,1,1,31000,Boscalid,5,45000,no,1,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,21.05,50,10.9017166654269,Friday,August,0.09,0.05,0.22,0.1,0,0,0.1,0.04,40
1976-M-3630,2023-08-22T08:44:13Z,2023-08-22T08:57:01Z,2023-08-22,yes,Wase,UNG Gar Lamba,1976,Male,Married,13,tertiary_education,rented,thatched,muslim,yes,Race Farmer association of Nigeria ( RIFAaN),may,2,bags,20,0,255500,182300,20,15,15,18500,Redup,3,142300,yes,7,no,marabel,0,1,0,0,0,0,september,0,0,0,0,1,0,100,yes,yes,a group,0,0,0,1,0,0,5,80,120000,yes,3,30,18000,yes,10,100000,manual,yes,gmail,No,56.16,75,12.7967000007629,Tuesday,August,0.09,1,0.14,5,4,0.15,1.5,0.6,600
1994-M-4165,2023-08-17T16:37:48Z,2023-08-17T16:53:24Z,2023-08-17,yes,Langtang South,Sabon gida,1994,Male,Married,27,tertiary_education,owned,zinc,christian,no,na,april,100,bags,2,0,15000,250000,10,15,57,28000,"caterpillar force, glyfocide, force up.",42,500000,no,12,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,100,no,na,na,0,0,0,0,0,0,0,0,0,yes,27,73,13000,yes,30,170000,manual,yes,gmail,No,33.33,150,15.6002499977748,Thursday,August,4.5,0.1,1.89,5,0,1.35,3.65,1.46,1460
1999-M-9015,2023-08-21T12:52:20Z,2023-08-21T12:56:00Z,2023-08-21,yes,Jos North,Zankaliyo,1999,Male,Single,4,secondary_education,rented,zinc,muslim,no,na,june,3,bags,4,0,12500,100000,6,1,1,50000,4,1,40000,no,3,no,marabel nicola,0,1,0,1,0,0,september,0,0,0,0,1,0,25000,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,20000,16000,yes,6,80000,manual,no,na,Yes,71.43,16.67,3.6597333351771,Monday,August,0.135,0.2,0.04,1250,0,0.1,1000,400,400000
1997-M-0909,2023-09-02T22:01:08Z,2023-09-03T16:37:26Z,2023-09-02,no,Jos South,Narakuta,1997,Male,Single,8,tertiary_education,rented,zinc,muslim,no,na,march,2,bags,1,0,20000,10000,2,3,4,86000,Garmazon,0,0,no,3,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,8,no,na,na,0,0,0,0,0,0,0,0,0,no,0,5,16000,yes,2,20000,manual,no,na,Yes,100,150,1116.29330000083,Saturday,September,0.09,0.05,0,0.4,0,0,0.25,0.1,100
1974-M-6630,2023-08-19T14:53:33Z,2023-08-19T15:01:34Z,2023-08-19,yes,Jos North,zankaliyo,1974,Male,Married,10,secondary_education,rented,zinc,muslim,yes,kainuwa,june,5,bags,10,0,15000,230000,15,2,2,4,10,5,70000,no,7,no,marabel nicola,0,1,0,1,0,0,september,0,0,0,0,1,0,60,no,na,na,0,0,0,0,0,0,0,0,0,yes,15,43,18000,yes,8,120000,manual,yes,gmail,Yes,76.67,13.33,8.01941666603088,Saturday,August,0.225,0.5,0.22,3,0,0.75,2.15,0.86,860
1987-M-7743,2023-08-22T14:21:38Z,2023-08-22T15:17:32Z,2023-08-22,yes,Wase,LAMBA PADA,1987,Male,Married,12,tertiary_education,rented,zinc,muslim,yes,Yulak multipurpose cooperative society Ltd,june,3,bags,10,0,223000,125000,20,15,15,300000,Redup,2,250000,no,6,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,100,yes,yes,a group,0,0,0,1,0,0,14,80,120000,yes,3,70,14000000,yes,10,98000,manual,yes,gmail,No,33.33,75,55.9083500027657,Tuesday,August,0.135,0.5,0.09,5,4,0.15,3.5,1.4,1400
1983-M-0820,2023-08-22T08:57:01Z,2023-08-22T09:09:30Z,2023-08-22,yes,Wase,LAMBA Gyambar,1983,Male,Married,12,tertiary_education,rented,thatched,muslim,yes,Yulak multipurpose cooperative society Ltd,april,2,baskets,0,15,254000,365000,18,14,10,18,Redup,3,650000,no,8,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,90,yes,yes,self,1,0,0,0,0,0,7,65,240000,yes,5,60,18500,yes,9,145000,manual,yes,gmail,No,35.96,77.78,12.4897166689237,Tuesday,August,0.09,0.38,0.14,4.5,3.25,0.25,3,1.2,1200
1974-F-1870,2023-08-27T05:34:10Z,2023-08-27T05:38:50Z,2023-08-27,no,Shendam,Kalong,1974,Female,Married,6,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,54000,2,1,1,58000,Boscalid,6,61000,no,1,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,46.96,50,4.66426666975021,Sunday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1989-F-8119,2023-08-26T04:56:21Z,2023-08-26T05:00:46Z,2023-08-26,no,Shendam,Biambiam,1989,Female,Married,3,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,60000,Boscalid,3,35000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,33.96,50,4.41803333361944,Saturday,August,0.135,0.05,0.14,0.1,0,0,0.1,0.04,40
1986-F-3375,2023-08-26T23:51:32Z,2023-08-26T23:57:07Z,2023-08-27,yes,Shendam,Zomo,1986,Female,Married,2,tertiary_education,inherited,zinc,christian,no,na,april,3,baskets,0,2,24000,31000,3,1,1,59000,Boscalid,6,70000,no,1,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,1,no,na,na,0,0,0,0,0,0,0,0,0,no,0,1,30000,no,0,0,manual,no,na,No,30.69,33.33,5.58369999726613,Saturday,August,0.135,0.05,0.27,0.05,0,0,0.05,0.02,20
1985-F-1961,2023-08-26T09:59:42Z,2023-08-26T10:03:40Z,2023-08-26,yes,Shendam,Bakin kogi,1985,Female,Married,2,tertiary_education,rented,zinc,christian,no,na,april,2,baskets,0,2,24000,14000,2,1,1,58000,Boscalid,4,68000,no,2,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,17.07,50,3.96788333257039,Saturday,August,0.09,0.05,0.18,0.1,0,0,0.1,0.04,40
1973-F-2140,2023-09-01T05:01:42Z,2023-09-01T05:05:18Z,2023-09-01,yes,Shendam,Shimankar,1973,Female,Married,5,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,19000,2,1,1,58000,Boscalid,5,42000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,31.15,50,3.5961500008901,Friday,September,0.135,0.05,0.22,0.1,0,0,0.1,0.04,40
1965-M-7845,2023-08-26T09:46:48Z,2023-08-26T09:50:33Z,2023-08-26,yes,Shendam,Kwande,1965,Male,Married,5,secondary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,19000,2,1,1,46000,Boscalid,5,51000,no,1,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,27.14,50,3.74671666622162,Saturday,August,0.135,0.05,0.22,0.1,0,0,0.1,0.04,40
1963-F-7976,2023-08-31T21:10:32Z,2023-08-31T21:19:35Z,2023-08-31,yes,Shendam,Longvel,1963,Female,Married,6,secondary_education,rented,zinc,christian,no,na,april,3,baskets,0,3,36000,16000,3,1,1,85000,Boscalid,7,61000,no,3,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,20.78,33.33,9.03828333616257,Thursday,August,0.135,0.07,0.32,0.15,0,0,0.15,0.06,60
1935-F-2372,2023-08-26T04:11:12Z,2023-08-26T04:15:09Z,2023-08-26,yes,Shendam,Lakushi,1935,Female,Married,5,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,13000,3,1,1,46000,Boscalid,6,63000,no,1,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,45000,no,0,0,manual,no,na,No,17.11,33.33,3.95310000181198,Saturday,August,0.135,0.05,0.27,0.15,0,0,0.15,0.06,60
1988-M-5306,2023-09-01T04:28:39Z,2023-09-01T04:32:50Z,2023-09-01,no,Shendam,Namu,1988,Male,Single,6,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,25000,2,1,1,68000,Boscalid,5,54000,no,3,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,31.65,50,4.18438333272934,Friday,September,0.135,0.05,0.22,0.1,0,0,0.1,0.04,40
1969-F-8970,2023-08-26T23:27:44Z,2023-08-26T23:37:00Z,2023-08-27,yes,Shendam,Nsher,1969,Female,Married,6,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,60000,Boscalid,2,68000,no,1,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,3,yes,no,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,20.93,50,9.26636666456858,Saturday,August,0.135,0.05,0.09,0.15,0,0,0.15,0.06,60
1987-M-2721,2023-08-25T07:11:15Z,2023-08-25T09:27:15Z,2023-08-25,yes,Shendam,Shimankar,1987,Male,Married,4,tertiary_education,owned,zinc,christian,no,na,june,2,baskets,0,2,17000,47000,4,2,1,30000,Boscalid,5,80000,no,6,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,11,yes,yes,self,1,0,0,0,0,0,30,8,16000,no,0,5,15000,yes,4,25000,manual,no,na,No,37.01,50,136.006799999873,Friday,August,0.09,0.05,0.22,0.55,0.4,0,0.25,0.1,100
1987-M-9838,2023-08-26T04:29:36Z,2023-08-26T04:33:30Z,2023-08-26,no,Shendam,Kwande,1987,Male,Single,3,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,24000,3,1,1,65000,Boscalid,2,30000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,44.44,33.33,3.90588333209356,Saturday,August,0.135,0.05,0.09,0.1,0,0,0.1,0.04,40
1987-F-1748,2023-09-01T04:20:00Z,2023-09-01T04:23:53Z,2023-09-01,no,Shendam,Kopgalwa,1987,Female,Married,3,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,25000,3,1,1,86000,Boscalid,7,56000,no,3,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,30.86,33.33,3.88130000034968,Friday,September,0.135,0.05,0.32,0.15,0,0,0.15,0.06,60
1985-F-5092,2023-09-01T04:16:18Z,2023-09-01T04:20:00Z,2023-09-01,no,Shendam,Yelwa,1985,Female,Married,6,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,23000,3,1,1,59000,Boscalid,6,54000,no,3,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,29.87,33.33,3.6872833331426,Friday,September,0.135,0.05,0.27,0.15,0,0,0.15,0.06,60
1985-M-1931,2023-08-27T05:14:37Z,2023-08-27T05:18:43Z,2023-08-27,yes,Shendam,Damshin,1985,Male,Married,3,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,58000,Boscalid,5,58000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,23.68,50,4.09551666975021,Sunday,August,0.135,0.05,0.22,0.1,0,0,0.1,0.04,40
1983-M-8979,2023-08-26T09:04:17Z,2023-08-26T09:09:24Z,2023-08-26,no,Shendam,Lakushi,1983,Male,Single,5,tertiary_education,rented,zinc,christian,no,na,june,3,baskets,0,2,24000,17000,2,1,1,55000,Boscalid,4,45000,no,1,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,27.42,50,5.11688333352407,Saturday,August,0.135,0.05,0.18,0.1,0,0,0.1,0.04,40
1968-M-0364,2023-08-26T09:38:28Z,2023-08-26T09:42:32Z,2023-08-26,yes,Shendam,Biembiem,1968,Male,Married,4,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,16000,2,1,1,60000,Boscalid,3,61000,no,2,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,20.78,50,4.05334999958674,Saturday,August,0.135,0.05,0.14,0.1,0,0,0.1,0.04,40
1968-M-9063,2023-08-26T09:50:33Z,2023-08-26T09:55:52Z,2023-08-26,yes,Shendam,Pol barracks,1968,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,46000,Boscalid,6,56000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,24.32,50,5.31650000015895,Saturday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1959-F-1636,2023-08-26T10:25:47Z,2023-08-26T10:30:16Z,2023-08-26,yes,Shendam,Kopgalwa,1959,Female,Married,6,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,3,1,1,60000,Boscalid,6,58000,no,2,no,marabel,0,1,0,0,0,0,june,0,1,0,0,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,23.68,33.33,4.48996666669846,Saturday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1965-M-3410,2023-08-27T05:18:43Z,2023-08-27T05:22:52Z,2023-08-27,yes,Shendam,Shimankar,1965,Male,Married,4,tertiary_education,rented,zinc,christian,no,na,april,2,baskets,0,2,24000,16000,2,1,1,56000,Boscalid,6,76000,no,2,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,17.39,50,4.13801666498184,Sunday,August,0.09,0.05,0.27,0.1,0,0,0.1,0.04,40
1989-M-5851,2023-08-26T23:57:07Z,2023-08-27T00:04:21Z,2023-08-27,no,Shendam,Shinkwan,1989,Male,Single,8,secondary_education,rented,zinc,christian,no,na,april,3,bags,2,0,30000,16,60,2,1,55000,Boscalid,6,52000,no,1,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,60000,no,0,0,manual,no,na,No,0.03,3.33,7.22945000330607,Saturday,August,0.135,0.1,0.27,0.1,0,0,0.1,0.04,40
1978-F-4346,2023-09-01T03:52:17Z,2023-09-01T03:56:55Z,2023-09-01,no,Shendam,Kurrum,1978,Female,Married,6,secondary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,19000,3,1,1,58000,Boscalid,7,90000,no,3,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,17.43,33.33,4.63566666841507,Friday,September,0.135,0.05,0.32,0.15,0,0,0.15,0.06,60
1989-M-9763,2023-08-27T04:50:53Z,2023-08-27T04:55:10Z,2023-08-27,yes,Shendam,Kurrum,1989,Male,Married,2,tertiary_education,rented,zinc,christian,no,na,april,2,baskets,0,2,24000,15000,2,1,1,60000,Boscalid,3,50000,no,1,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,23.08,50,4.28681666453679,Sunday,August,0.09,0.05,0.14,0.1,0,0,0.1,0.04,40
1989-F-2255,2023-08-25T22:36:55Z,2023-08-25T22:45:17Z,2023-08-25,no,Shendam,Damshin,1989,Female,Single,5,tertiary_education,owned,zinc,christian,no,na,april,2,baskets,0,2,24000,7500,2,1,1,25000,Boscalid,4,36000,no,1,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,17.24,50,8.36705000003179,Friday,August,0.09,0.05,0.18,0.1,0,0,0.1,0.04,40
1981-M-1643,2023-08-26T10:43:05Z,2023-08-26T10:47:06Z,2023-08-26,yes,Shendam,Tingzet,1981,Male,Married,4,secondary_education,inherited,zinc,christian,no,na,april,3,baskets,0,1,12000,6000,2,1,1,56500,Boscalid,4,40000,no,1,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,1,no,na,na,0,0,0,0,0,0,0,0,0,no,0,1,30000,no,0,0,manual,no,na,No,13.04,50,4.02911666631699,Saturday,August,0.135,0.03,0.18,0.05,0,0,0.05,0.02,20
1975-M-3561,2023-08-26T09:55:52Z,2023-08-26T09:59:42Z,2023-08-26,yes,Shendam,Shinkwan,1975,Male,Married,2,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,17000,2,1,1,59000,Boscalid,6,46000,no,1,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,26.98,50,3.82391666571299,Saturday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1986-M-1663,2023-08-26T10:30:17Z,2023-08-26T10:34:57Z,2023-08-26,yes,Shendam,Federal low-cost,1986,Male,Married,5,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,59000,Boscalid,6,68000,no,2,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,20.93,50,4.67209999958674,Saturday,August,0.135,0.05,0.27,0.1,0,0,0.1,0.04,40
1986-M-7426,2023-08-27T05:10:12Z,2023-08-27T05:14:37Z,2023-08-27,yes,Shendam,Kuka,1986,Male,Married,3,tertiary_education,rented,zinc,christian,no,na,april,3,baskets,0,2,24000,23000,2,1,1,58000,Boscalid,3,50000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,2,no,na,na,0,0,0,0,0,0,0,0,0,no,0,2,30000,no,0,0,manual,no,na,No,31.51,50,4.42248333295186,Sunday,August,0.135,0.05,0.14,0.1,0,0,0.1,0.04,40
1967-M-3553,2023-08-26T10:13:23Z,2023-08-26T10:17:42Z,2023-08-26,yes,Shendam,Yelwa,1967,Male,Married,5,tertiary_education,inherited,zinc,christian,no,na,april,3,baskets,0,2,24000,16000,2,1,1,58000,Boscalid,5,50000,no,1,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,24.24,50,4.31644999980927,Saturday,August,0.135,0.05,0.22,0.15,0,0,0.15,0.06,60
1967-M-4351,2023-08-31T21:19:35Z,2023-09-01T03:44:13Z,2023-08-31,yes,Shendam,Doka tofa,1967,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,18000,2,1,1,56000,Boscalid,6,60000,no,2,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,23.08,50,384.636266668638,Thursday,August,0.135,0.05,0.27,0.15,0,0,0.15,0.06,60
1975-M-4519,2023-08-27T04:55:10Z,2023-08-27T04:59:47Z,2023-08-27,yes,Shendam,Kuka,1975,Male,Married,5,tertiary_education,inherited,zinc,christian,no,na,april,3,baskets,0,3,36000,45000,3,1,1,86000,Boscalid,5,60000,no,2,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,30000,no,0,0,manual,no,na,No,42.86,33.33,4.61666666666667,Sunday,August,0.135,0.07,0.22,0.15,0,0,0.15,0.06,60
1981-M-0719,2023-08-26T08:53:49Z,2023-08-26T08:58:41Z,2023-08-26,no,Shendam,Kwansan,1981,Male,Married,4,tertiary_education,owned,zinc,christian,no,na,april,3,baskets,0,2,24000,19000,3,1,1,60000,Boscalid,6,55000,no,2,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,3,no,na,na,0,0,0,0,0,0,0,0,0,no,0,3,45000,no,0,0,manual,no,na,No,25.68,33.33,4.87076666752497,Saturday,August,0.135,0.05,0.27,0.15,0,0,0.15,0.06,60
