id,today,survey_day,survey_month,lga_of_residence,village,time_taken,birth_year,gender,marital_status,household_size,educational_level,living_arrangement,roof_type,coop_society_member,planting_time,potato_farmsize_ha,farmsize_others_ha,potato_seeds_tons,cost_of_seeds,cost_of_farm_prep,total_fert_bags_purchased,total_cost_of_fert,mixed_cropping,years_of_experience,prior_participation,potato_variety,time_of_harvest,potato_harvested_tons,need_a_store,find_storage_facility,qty_potato_stored_tons,post_harvest_losses,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour
1997-F-0023,2023-08-18,Friday,August,Jos East,Shere,129.222950001558,1997,Female,Single,7,tertiary_education,inherited,zinc,yes,may,0.18,0.27,0.3,78000,35000,6,120000,yes,4,yes,caruso marabel,august,0.8,no,na,0,no,0,0.75,360,360000,no,0,0,manual
1997-F-7030,2023-08-19,Friday,August,Jos East,Fadan-Dabo,4.43178333441416,1997,Female,Single,7,secondary_education,owned,zinc,yes,may,0.22,0.36,0.3,93000,34000,8,180000,yes,4,yes,caruso marabel,august,1.05,no,na,0,no,0,1,380,380000,yes,5,56000,manual
1997-F-3301,2023-08-19,Saturday,August,Jos East,GADA,6.02661666870117,1997,Female,Single,7,secondary_education,owned,zinc,yes,may,0.22,0.27,0.3,92000,35000,7,146000,yes,5,yes,caruso marabel,august,0.85,no,na,0,no,0,0.8,380,380000,no,0,0,manual
1997-F-2950,2023-08-24,Thursday,August,Jos South,Zawan,44.2923499981562,1997,Female,Single,6,tertiary_education,inherited,zinc,yes,april,0.09,0,0.07,45000,10000,2,52000,yes,4,no,marabel,august,0.5,no,na,0,no,0,0.45,360,360000,yes,3,6000,manual
1997-F-1208,2023-08-25,Friday,August,Mangu,Tong'ashak,4.50191666682561,1997,Female,Married,6,primary_education,owned,thatched,no,april,9,9,0.6,35000,5000,8,187000,no,8,no,caruso,july,5.5,no,na,0,no,0,5.35,780,780000,yes,5,10000,manual
1997-M-6714,2023-09-03,Sunday,September,Jos North,Naraguta,11.6777333339055,1997,Male,Single,6,secondary_education,rented,zinc,no,april,0.36,0.32,0.2,40000,25000,3,90000,no,0,no,marabel,august,1.55,no,na,0,yes,0.1,1.45,380,380000,yes,4,20000,manual
1997-M-3037,2023-09-04,Sunday,September,Jos North,Babale,11.0682000001272,1997,Male,Married,6,secondary_education,rented,zinc,yes,may,0.54,1.08,0.15,66000,9000,200,70000,yes,8,yes,marabel,july,2.3,no,na,0,yes,0.2,2.1,340,340000,yes,10,30000,manual
1997-F-7404,2023-08-21,Monday,August,Mangu,KOPAL,4.86310000022252,1997,Female,Single,5,primary_education,owned,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,4,yes,caruso,august,2.5,yes,yes,2,no,0,1.75,400,400000,yes,4,40000,manual
1997-F-9680,2023-08-22,Tuesday,August,Mangu,KOGUL,2.99998333056768,1997,Female,Single,5,primary_education,inherited,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,4,no,caruso,august,2.6,yes,yes,2.4,no,0,2,400,400000,yes,4,40000,manual
1997-F-3593,2023-08-21,Monday,August,Mangu,KOPAL,4.70196666717529,1997,Female,Single,4,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,4,no,marabel,august,2.5,yes,yes,2.25,no,0,1.75,400,400000,yes,5,50000,manual
1997-F-3041,2023-08-22,Monday,August,Mangu,KULBEN,3.9536666671435,1997,Female,Single,4,primary_education,inherited,zinc,no,may,6.75,4.5,0.35,150000,75000,6,150000,no,4,no,caruso,august,2.95,yes,yes,2.75,no,0,2.4,400,400000,yes,5,50000,manual
1997-F-9746,2023-08-22,Tuesday,August,Mangu,DUNGPAAL,5.58624999920527,1997,Female,Single,4,non_formal_education,inherited,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,4,no,caruso,august,2.75,yes,yes,2.6,no,0,2.1,400,400000,yes,3,35000,manual
1997-M-5767,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,3.35458333492279,1997,Male,Single,4,primary_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,4,no,caruso,july,2.85,yes,yes,2.7,no,0,2.25,400,400000,yes,5,50000,manual
1997-F-0264,2023-08-25,Friday,August,Mangu,Tong'ashak,4.23508333365122,1997,Female,Married,4,secondary_education,owned,zinc,no,april,2.25,2.25,0.25,35000,2500,3,65000,no,4,no,lady_cristyl,august,1.4,no,na,0,no,0,1.25,780,780000,no,0,0,manual
1997-M-9056,2023-08-31,Thursday,August,Jos South,Turu Vwang,60.4736166675886,1997,Male,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.07,45000,10000,1,26500,yes,5,no,nicola,august,0.6,no,na,0,no,0,0.55,350,350000,yes,9,18000,manual
1997-M-1974,2023-09-01,Friday,September,Jos South,Kuru,41.0577666640282,1997,Male,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,10000,1,26500,yes,5,no,marabel,august,0.9,no,na,0,no,0,0.85,350,350000,yes,5,10000,manual
1996-F-9937,2023-08-22,Tuesday,August,Jos East,FEDERE,4.14411666790644,1996,Female,Married,7,secondary_education,owned,zinc,yes,may,0.27,0.32,0.35,104000,31000,6,129000,yes,7,yes,caruso lady_cristyl other,august,1.05,no,na,0,no,0,0.95,384,384000,yes,4,38000,manual
1996-F-9344,2023-09-01,Friday,September,Jos East,Rizek,4.20125000079473,1996,Female,Single,7,secondary_education,owned,zinc,yes,may,0.27,0.41,0.4,142000,42000,6,132000,yes,5,yes,caruso marabel other,august,0.95,no,na,0,no,0,0.9,376,376000,yes,3,18000,manual
1996-F-4187,2023-08-21,Monday,August,Jos South,Vwang,5.24671667019526,1996,Female,Single,6,tertiary_education,inherited,zinc,yes,april,0.09,0.09,0.1,60000,10000,2,50000,yes,6,yes,marabel nicola,august,0.55,no,na,0,no,0,0.5,370,370000,yes,5,10000,manual
1996-M-6247,2023-08-30,Wednesday,August,Jos East,Laminga,7.68964999914169,1996,Male,Married,6,secondary_education,owned,zinc,yes,may,0.27,0.36,0.4,108000,35000,6,126000,yes,8,yes,caruso marabel other,august,1.05,no,na,0,no,0,1,368,368000,no,0,0,manual
1996-F-9682,2023-09-03,Sunday,September,Jos South,Zawan,80.9882166663806,1996,Female,Single,6,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,6,no,other,august,0.9,no,na,0,yes,0.03,0.85,380,380000,yes,12,24000,manual
1996-M-6386,2023-08-26,Saturday,August,Pankshin,Baltep ward,14.7107666651408,1996,Male,Married,5,secondary_education,inherited,zinc,no,april,0.14,0.09,0.45,1500,210000,6,240,no,4,no,other,july,3.6,yes,yes,2.5,yes,0.35,1.25,360,360000,yes,9,130000,manual
1996-F-1635,2023-08-18,Friday,August,Mangu,Tilengpaat,687.285516667366,1996,Female,Single,4,secondary_education,owned,zinc,no,april,2.25,2.25,0.3,35000,2000,4,110000,no,4,no,other,august,2.4,no,na,0,no,0,2.25,760,760000,no,0,0,manual
1996-M-1745,2023-08-21,Monday,August,Mangu,KOPAL,4.25741666555405,1996,Male,Single,4,primary_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,40000,4,100000,no,3,no,marabel,august,2.55,yes,yes,2.4,no,0,2,400,400000,yes,3,35000,manual
1996-M-2217,2023-08-22,Monday,August,Mangu,MPER,4.42491666475932,1996,Male,Married,4,primary_education,inherited,zinc,no,may,6.75,4.5,0.35,150000,140000,6,150000,no,6,no,marabel,july,4,yes,yes,3.5,no,0,3.5,400,400000,yes,6,60000,manual
1996-M-4925,2023-08-22,Tuesday,August,Mangu,DEPURI,2.96643333435059,1996,Male,Married,4,primary_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,4,no,marabel,august,5.25,yes,yes,4.75,no,0,4,400,400000,yes,10,100000,manual
1996-F-9746,2023-08-22,Tuesday,August,Mangu,SOHON KERANG,5.08321666717529,1996,Female,Single,4,non_formal_education,owned,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,4,no,marabel,july,2.6,yes,yes,2.5,no,0,2,400,400000,yes,3,35000,manual
1996-M-7181,2023-08-22,Tuesday,August,Mangu,KWAHAS,3.7930999994278,1996,Male,Single,4,non_formal_education,inherited,zinc,no,may,6.75,4.5,0.35,150000,75000,6,150000,no,4,no,caruso,july,3,yes,yes,2.85,no,0,2.5,400,400000,yes,7,70000,manual
1996-M-4076,2023-08-22,Tuesday,August,Mangu,KWAHAS,3.81550000111262,1996,Male,Married,4,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,5,no,marabel,july,2.8,yes,yes,2.65,no,0,2.35,400,400000,yes,5,50000,manual
1996-M-4091,2023-08-24,Thursday,August,Mangu,Panyam,4.20246666669846,1996,Male,Single,4,secondary_education,owned,zinc,no,april,2.25,2.25,0.25,35000,2500,3,80000,no,3,no,diamant,august,2.05,no,na,0,no,0,1.75,760,760000,no,0,0,manual
1996-F-8294,2023-08-24,Thursday,August,Bassa,Miango,15.5961166659991,1996,Female,Single,4,secondary_education,inherited,zinc,yes,april,0.09,0.22,0.1,30000,20000,2,50000,no,5,no,nicola,july,0.95,no,na,0,yes,0.1,0.85,460,460000,yes,12,26000,manual
1996-M-8515,2023-08-25,Friday,August,Mangu,Sabon gida,2.69604999621709,1996,Male,Married,4,secondary_education,owned,zinc,no,april,6.75,6.75,0.55,35000,4000,7,145000,no,7,yes,nicola,july,4.3,no,na,0,no,0,4.1,760,760000,no,0,0,manual
1996-F-6572,2023-09-01,Friday,September,Jos South,Nyango Gyel,808.232283333937,1996,Female,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,9000,1,26500,yes,4,no,marabel,july,0.55,no,na,0,no,0,0.5,340,340000,yes,6,12000,manual
1996-F-6712,2023-09-03,Sunday,September,Jos South,Chugwi,21.7827000021935,1996,Female,Married,4,secondary_education,inherited,zinc,yes,may,0.14,0.09,0.12,75000,14000,2,53000,yes,10,no,marabel,july,0.8,no,na,0,no,0,0.75,340,340000,yes,10,20000,manual
1996-F-9297,2023-08-16,Wednesday,August,Mangu,Nagwak,6.39768333435059,1996,Female,Single,3,tertiary_education,owned,zinc,no,april,4.5,4.5,0.4,35000,6000,7,100000,yes,4,no,nicola,august,3.45,no,na,0,no,0,3.35,700,700000,yes,3,15000,manual
1996-F-3165,2023-08-21,Monday,August,Mangu,KOPAL,3.41409999926885,1996,Female,Married,3,non_formal_education,owned,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,5,yes,caruso,july,2.55,yes,yes,2.4,no,0,2,400,400000,yes,5,50000,manual
1996-F-5008,2023-08-22,Tuesday,August,Mangu,KOGUL,2.91503333648046,1996,Female,Single,3,primary_education,inherited,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,3,no,marabel,august,2.5,yes,yes,2.4,no,0,2,400,400000,yes,4,40000,manual
1996-M-0869,2023-08-25,Friday,August,Mangu,Sabon gida,3.45963333447774,1996,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,35000,3500,6,120000,no,3,yes,other,august,3.9,no,na,0,no,0,3.7,760,760000,no,0,0,manual
1996-F-7114,2023-08-25,Friday,August,Mangu,Sabon gida,2.04721666574478,1996,Female,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,35000,3500,6,145000,no,8,no,other,august,3.3,no,na,0,no,0,3.2,760,760000,no,0,0,manual
1996-F-3694,2023-08-26,Saturday,August,Mangu,A/West,2.48306666612625,1996,Female,Married,2,secondary_education,owned,zinc,no,april,2.25,2.25,0.25,35000,3000,3,65000,no,3,no,nicola,august,1.65,no,na,0,no,0,1.5,780,780000,no,0,0,manual
1995-M-3653,2023-09-04,Sunday,September,Jos North,Targwong,13.3463666677475,1995,Male,Married,8,secondary_education,inherited,zinc,yes,may,0.86,0.99,0.2,88000,25000,250,87500,yes,7,no,nicola,july,2.3,yes,yes,2.25,yes,0.1,2,340,340000,yes,6,18000,manual
1995-F-2302,2023-08-17,Thursday,August,Jos East,Gada,4.56540000041326,1995,Female,Single,7,secondary_education,inherited,zinc,yes,may,0.27,0.32,0.35,105000,56500,10,250000,yes,5,yes,marabel lady_cristyl,august,0.95,no,na,0,no,0,0.85,370,370000,no,0,0,manual
1995-F-1168,2023-08-18,Friday,August,Jos East,Zagham,6.65203333298365,1995,Female,Single,7,secondary_education,inherited,zinc,yes,may,0.18,0.32,0.25,75000,42000,8,168000,yes,4,yes,caruso marabel,august,0.8,no,na,0,no,0,0.75,360,360000,no,0,0,manual
1995-F-7057,2023-08-19,Friday,August,Jos East,Fadan-Dabo,4.86260000069936,1995,Female,Single,7,secondary_education,owned,zinc,yes,may,0.27,0.36,0.35,88000,48000,8,168000,yes,5,yes,marabel lady_cristyl,august,1,no,na,0,no,0,0.95,380,380000,yes,4,52000,manual
1995-F-6672,2023-08-31,Thursday,August,Jos East,FURSA,3.86003333330154,1995,Female,Married,7,secondary_education,owned,zinc,yes,may,0.18,0.27,0.3,114000,20000,4,82000,yes,7,yes,caruso other,august,0.95,no,na,0,no,0,0.9,374,374000,no,0,0,manual
1995-F-3625,2023-08-16,Wednesday,August,Mangu,Kerang,6.60774999856949,1995,Female,Married,6,tertiary_education,owned,zinc,no,april,4.5,9,0.25,150000,50000,5,125000,no,12,yes,marabel,august,1.75,no,na,0,no,0,1.5,700,700000,yes,5,25000,manual
1995-M-6515,2023-08-30,Wednesday,August,Jos South,Kuru,43.3267333348592,1995,Male,Single,6,secondary_education,inherited,zinc,yes,may,0.14,0,0.12,75000,13000,2,53000,yes,5,yes,marabel,july,0.8,no,na,0,no,0,0.65,360,360000,yes,6,9000,manual
1995-F-8846,2023-09-01,Friday,September,Jos East,Ritek,4.38303333520889,1995,Female,Single,6,tertiary_education,inherited,zinc,yes,may,0.22,0.32,0.35,105000,25000,5,105000,yes,8,no,caruso marabel nicola,august,0.95,no,na,0,no,0,0.9,374,374000,yes,3,18000,manual
1995-M-7923,2023-09-01,Friday,September,Jos North,Targwong,153.20086666743,1995,Male,Married,6,tertiary_education,rented,zinc,yes,may,0.54,1.12,0.15,80000,6500,150,46000,yes,5,no,marabel,july,2.3,yes,no,0,yes,0.25,2,320,320000,yes,4,12000,manual
1995-F-4989,2023-09-03,Sunday,September,Jos North,Naraguta,7.50128333171209,1995,Female,Married,6,tertiary_education,owned,zinc,no,april,0.32,0,0.2,10000,25000,4,120000,no,5,no,other,july,1.8,no,na,0,yes,0.15,1.65,400,400000,yes,5,15000,manual
1995-F-3470,2023-09-04,Monday,September,Jos North,Dong,5.05731666485469,1995,Female,Single,6,secondary_education,rented,zinc,yes,april,0.36,0,0.15,38000,28000,3,72000,yes,3,no,marabel,july,1.45,no,na,0,yes,0.05,1.25,440,440000,yes,3,18000,manual
1995-M-2354,2023-08-21,Monday,August,Mangu,DUNGBUUH,4.63841666777929,1995,Male,Single,5,secondary_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,60000,4,100000,no,4,yes,marabel,august,2.55,yes,yes,2.25,no,0,1.5,400,400000,yes,5,50000,manual
1995-M-9832,2023-08-24,Thursday,August,Jos North,Babale,36.7256500005722,1995,Male,Married,5,tertiary_education,inherited,zinc,yes,june,0.18,0.09,0.15,30000,50000,5,135,no,10,yes,lady_cristyl,september,1.5,yes,no,0,yes,0.15,1.25,340,340000,yes,3,3000,manual
1995-M-8838,2023-08-31,Thursday,August,Jos South,Rahwol kanang,501.948766668638,1995,Male,Single,5,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,8000,2,53000,yes,5,no,nicola,july,0.5,no,na,0,no,0,0.4,330,330000,no,0,0,manual
1995-M-1213,2023-08-31,Thursday,August,Jos South,Nyango Gura Gyel,39.4703166683515,1995,Male,Single,5,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,10000,1,26500,yes,4,no,nicola,august,0.5,no,na,0,no,0,0.45,360,360000,yes,7,14000,manual
1995-M-6442,2023-09-02,Saturday,September,Jos South,Hwak Kuru,1035.13415000041,1995,Male,Single,5,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,53000,yes,4,no,marabel,july,0.9,no,na,0,no,0,0.8,340,340000,yes,20,40000,manual
1995-F-2100,2023-08-17,Thursday,August,Bassa,Miango,32.5175666650136,1995,Female,Single,4,secondary_education,owned,zinc,yes,may,0.09,0.36,0.07,45000,17500,3,69000,no,5,no,marabel,july,1.3,yes,no,0,yes,0.15,1.15,480,480000,yes,12,23500,manual
1995-F-5643,2023-08-17,Thursday,August,Bassa,Mista-Ali,27.5009999990463,1995,Female,Single,4,primary_education,inherited,zinc,yes,may,0.09,0.18,0.1,32000,18000,2,52000,no,5,no,nicola,july,0.8,no,na,0,yes,0.05,0.75,440,440000,yes,10,23000,manual
1995-F-5410,2023-08-18,Friday,August,Bassa,Miango,14.7008333365122,1995,Female,Single,4,primary_education,owned,zinc,yes,april,0.09,0.22,0.15,48000,17000,2,50000,no,5,no,marabel,june,0.9,no,na,0,yes,0.1,0.8,420,420000,yes,10,25000,manual
1995-F-0350,2023-08-19,Saturday,August,Jos South,Zawan,2768.06223333279,1995,Female,Single,4,secondary_education,inherited,zinc,yes,april,0.09,0.09,0.1,55000,13000,2,50000,yes,5,yes,marabel other,august,0.65,no,na,0,yes,0.05,0.55,320,320000,yes,12,24000,manual
1995-M-9665,2023-08-21,Monday,August,Mangu,KOPAL,4.13389999866486,1995,Male,Single,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,90000,8,200000,no,8,yes,marabel,july,2.65,yes,yes,2.25,no,0,2,400,400000,yes,10,100000,manual
1995-F-3063,2023-08-22,Tuesday,August,Mangu,KOGUL,6.40504999955495,1995,Female,Single,4,non_formal_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,6,yes,marabel,july,5.5,yes,yes,5,no,0,4.5,400,400000,yes,10,100000,manual
1995-F-1681,2023-08-22,Tuesday,August,Mangu,FOMULAM,3.87001666625341,1995,Female,Single,4,non_formal_education,inherited,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,5,no,marabel,july,2.6,yes,yes,2.5,no,0,1.75,400,400000,yes,5,50000,manual
1995-F-2470,2023-08-22,Tuesday,August,Mangu,DUNGBUUH,4.83898333311081,1995,Female,Single,4,non_formal_education,inherited,zinc,no,may,4.5,2.25,0.25,100000,50000,4,100000,no,4,no,caruso,july,2.85,yes,yes,2.75,no,0,2.4,400,400000,yes,4,40000,manual
1995-F-2054,2023-08-22,Tuesday,August,Mangu,DUNGBUUH,6.42148332993189,1995,Female,Single,4,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,4,no,marabel,july,2.75,yes,yes,2.6,no,0,2.25,400,400000,yes,5,50000,manual
1995-M-6276,2023-08-26,Saturday,August,Bassa,Kishika,14.6882666667302,1995,Male,Single,4,secondary_education,owned,zinc,yes,april,0.14,0.36,0.12,75000,34000,4,80000,yes,6,yes,marabel,june,1.4,no,na,0,yes,0.1,1.3,460,460000,yes,17,43000,manual
1995-F-6785,2023-08-29,Tuesday,August,Jos South,Kuru,469.490433331331,1995,Female,Married,4,secondary_education,inherited,zinc,yes,may,0.14,0.09,0.12,75000,13000,2,53000,yes,8,no,marabel,july,1,no,na,0,no,0,0.95,360,360000,yes,8,16000,manual
1995-M-0543,2023-08-31,Wednesday,August,Jos South,Chuni Vwang,982.919333334764,1995,Male,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,10000,2,53000,yes,6,no,marabel,july,0.7,no,na,0,no,0,0.65,350,350000,yes,3,6000,manual
1995-F-0671,2023-08-31,Thursday,August,Jos South,Nyango Gura Gyel,13.2440833330154,1995,Female,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,6,no,nicola,august,1.15,no,na,0,no,0,1.1,360,360000,yes,12,24000,manual
1995-F-5511,2023-09-01,Friday,September,Jos South,Nyango Gyel,823.098616667589,1995,Female,Married,4,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,8000,1,26500,yes,6,no,marabel,july,0.75,no,na,0,no,0,0.65,340,340000,yes,7,14000,manual
1995-M-7130,2023-09-03,Sunday,September,Jos South,Daholpya Turu,642.081233334541,1995,Male,Single,4,secondary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,13000,2,53000,yes,9,no,marabel,july,0.9,no,na,0,no,0,0.85,350,350000,yes,15,30000,manual
1995-F-0396,2023-08-18,Friday,August,Bassa,Mista-Ali,16.0435833334923,1995,Female,Married,3,primary_education,owned,zinc,yes,may,0.09,0.18,0.1,30000,20000,2,69000,no,6,no,marabel,june,0.85,no,na,0,yes,0.1,0.75,420,420000,yes,12,28000,manual
1995-M-2987,2023-08-25,Friday,August,Mangu,Sabon gida,173.773816668987,1995,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,36000,3500,7,175000,no,4,yes,diamant,july,3.75,no,na,0,no,0,3.55,760,760000,no,0,0,manual
1995-F-0823,2023-08-25,Friday,August,Mangu,Sabon gida,2.79646666844686,1995,Female,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,35000,4000,6,143000,no,4,yes,marabel,august,3.35,no,na,0,no,0,3.2,780,780000,no,0,0,manual
1995-F-7274,2023-08-25,Friday,August,Mangu,Sabon gida,3.10346666574478,1995,Female,Married,3,secondary_education,owned,zinc,no,april,6.75,6.75,0.55,35000,3500,7,165000,no,8,yes,diamant,august,3.7,no,na,0,no,0,3.65,760,760000,no,0,0,manual
1995-F-8074,2023-08-31,Thursday,August,Jos South,Kuru,21.6245666662852,1995,Female,Married,3,secondary_education,rented,zinc,yes,april,0.09,0.09,0.1,60000,13000,2,53000,yes,4,no,marabel,july,0.8,no,na,0,no,0,0.65,350,350000,yes,37,74000,manual
1995-F-3999,2023-08-16,Wednesday,August,Mangu,Ken village,277.437349998951,1995,Female,Married,2,secondary_education,owned,zinc,no,april,2.25,2.25,0.15,35000,2000,2,50000,no,2,no,nicola,july,1.25,no,na,0,no,0,1.2,760,760000,no,0,0,manual
1994-F-5564,2023-08-19,Saturday,August,Mangu,Kumbun,6.06231666405996,1994,Female,Married,8,secondary_education,owned,zinc,no,may,4.5,4.5,0.25,80000,50000,4,100000,no,8,no,marabel,august,1.4,no,na,0,no,0,1.15,380,380000,no,0,0,manual
1994-F-1506,2023-08-20,Sunday,August,Jos East,FEDERE,6.19670000076294,1994,Female,Married,7,non_formal_education,inherited,zinc,yes,may,0.27,0.32,0.3,90000,32000,7,147000,yes,6,yes,caruso marabel,august,0.95,no,na,0,no,0,0.85,372,372000,yes,6,58000,manual
1994-F-3220,2023-09-01,Friday,September,Jos East,Rizek,3.67636666695277,1994,Female,Married,7,secondary_education,owned,zinc,yes,may,0.18,0.32,0.3,96000,35000,4,82000,yes,9,no,caruso marabel other,august,0.95,no,na,0,no,0,0.9,374,374000,no,0,0,manual
1994-F-1207,2023-08-18,Friday,August,Jos East,Zangham,5.05718333323797,1994,Female,Single,6,tertiary_education,inherited,zinc,yes,may,0.22,0.32,0.3,90000,48000,8,160000,yes,5,yes,caruso other,august,0.85,no,na,0,no,0,0.8,380,380000,yes,4,60000,manual
1994-F-0722,2023-08-25,Friday,August,Jos South,Chuni Vwang,24.4026666641235,1994,Female,Single,6,secondary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,9000,2,52000,yes,4,no,other,july,0.6,no,na,0,no,0,0.45,360,360000,yes,3,4500,manual
1994-F-3869,2023-08-31,Thursday,August,Jos East,Kutek,4.3371000011762,1994,Female,Single,6,secondary_education,inherited,zinc,yes,may,0.14,0.27,0.2,76000,14000,4,86000,yes,4,yes,caruso lady_cristyl other,august,0.8,no,na,0,no,0,0.75,368,368000,no,0,0,manual
1994-F-1335,2023-09-03,Sunday,September,Jos North,Babale,10.2742333332698,1994,Female,Married,6,secondary_education,rented,zinc,no,april,0.45,0.45,0.2,44000,25000,4,120000,no,10,no,marabel,july,1.9,no,na,0,yes,0.1,1.75,380,380000,yes,4,20000,manual
1994-M-0573,2023-08-21,Monday,August,Mangu,KOPAL,4.83343333005905,1994,Male,Single,5,primary_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,4,yes,caruso,august,3,yes,yes,2.5,no,0,2,400,400000,yes,4,40000,manual
1994-M-1222,2023-08-31,Thursday,August,Jos South,Nyango Gura Gyel,20.0622499982516,1994,Male,Single,5,secondary_education,inherited,zinc,yes,may,0.09,0.04,0.07,45000,10000,1,26500,yes,4,no,nicola,august,0.85,no,na,0,no,0,0.75,360,360000,yes,8,16000,manual
1994-M-0279,2023-09-02,Saturday,September,Jos South,Dakyen Kuru,994.429983329773,1994,Male,Single,5,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,5,no,marabel,july,0.9,no,na,0,no,0,0.8,340,340000,yes,20,40000,manual
